"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.195686625E0,6.699618073E0,5.225633240E0,-6.280938721E0,1.056609276E1
3.205703625E0,6.722670135E0,5.206323395E0,-5.902076569E0,1.035058476E1
3.215719625E0,6.687193909E0,5.132077789E0,-5.450615387E0,1.003822658E1
3.225736625E0,6.303392029E0,5.207969971E0,-5.460195465E0,9.832061676E0
3.235753625E0,5.543422394E0,5.157075806E0,-5.458848267E0,9.334023093E0
3.245770625E0,5.105283508E0,4.998854828E0,-5.687273254E0,9.132225707E0
3.255787625E0,5.384752350E0,4.906347198E0,-6.029461670E0,9.456331674E0
3.265804625E0,5.951623535E0,4.902006226E0,-6.257587280E0,9.930200719E0
3.275820625E0,6.352489929E0,4.983287201E0,-6.302044830E0,1.024221893E1
3.285837625E0,6.508764954E0,5.017565918E0,-6.221063232E0,1.030735741E1
3.295854625E0,6.626120911E0,4.952451324E0,-5.924080811E0,1.017482117E1
