"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.858055333E0,1.841171265E0,1.582359467E0,-9.802814941E0,1.009895806E1
2.868072333E0,2.363435211E0,1.740281067E0,-8.913065186E0,9.383876341E0
2.878089333E0,3.187770996E0,2.116598511E0,-8.320148163E0,9.157878501E0
2.888106333E0,4.108805695E0,2.434687042E0,-8.218659210E0,9.505595428E0
2.898123333E0,4.956343231E0,2.515518951E0,-8.523874512E0,1.017593291E1
2.908140333E0,5.636079712E0,2.281555481E0,-8.477321320E0,1.043244299E1
2.918157333E0,6.218967590E0,1.972448273E0,-8.342152405E0,1.059044932E1
2.928174333E0,6.795119476E0,1.699416046E0,-8.054600372E0,1.067418619E1
2.938191333E0,7.328909454E0,1.727557526E0,-7.346423035E0,1.051985267E1
2.948207333E0,7.025789795E0,2.053130493E0,-5.143603821E0,8.946157126E0
2.958224333E0,6.125861206E0,2.326013031E0,-3.723506927E0,7.536644875E0
2.968241333E0,5.779481506E0,2.504142609E0,-4.883594513E0,7.970108660E0
2.978258333E0,6.847809906E0,2.548300781E0,-6.934779053E0,1.007360402E1
2.988275333E0,8.550818481E0,2.644251251E0,-9.169781342E0,1.281379925E1
2.998292333E0,9.214987335E0,2.856809235E0,-1.129416367E1,1.485380367E1
3.008309333E0,8.502019958E0,3.009491730E0,-1.221430023E1,1.518323134E1
3.018326333E0,6.378685455E0,2.675087128E0,-9.498647461E0,1.175023501E1
3.028343333E0,3.942351837E0,2.021097107E0,-5.065166931E0,6.729256093E0
3.038360333E0,3.480562134E0,1.609004059E0,-4.219874725E0,5.701802305E0
3.048377333E0,5.646408234E0,1.208287354E0,-4.942721558E0,7.600814474E0
3.058394333E0,8.650960236E0,8.511300659E-1,-5.201832733E0,1.013028130E1
3.068411333E0,1.050335815E1,1.002465363E0,-6.003715210E0,1.213960731E1
3.078428333E0,1.041968216E1,1.215472412E0,-5.305567017E0,1.175568760E1
3.088445333E0,9.845775604E0,1.431024170E0,-4.307143250E0,1.084152251E1
3.098462333E0,9.740993500E0,1.564396820E0,-3.895199890E0,1.060692575E1
3.108479333E0,9.515262909E0,1.592089233E0,-4.266876984E0,1.054899121E1
3.118496333E0,8.499924316E0,1.400038605E0,-4.409230957E0,9.677300197E0
3.128513333E0,7.421866150E0,1.155746613E0,-4.244573364E0,8.627644547E0
3.138530333E0,6.420149231E0,1.070573730E0,-4.621639252E0,7.982730963E0
3.148547333E0,5.751190338E0,1.240320740E0,-5.253475342E0,7.887559129E0
3.158564333E0,5.761818237E0,1.603764954E0,-5.503754883E0,8.127848992E0
3.168581333E0,6.426585846E0,1.972298584E0,-6.146817627E0,9.109024881E0
3.178598333E0,7.913743286E0,2.140848083E0,-6.220763855E0,1.029118391E1
3.188615333E0,9.376501465E0,2.047592010E0,-5.891298981E0,1.126138608E1
3.198631333E0,1.015667908E1,1.843715973E0,-5.426216125E0,1.166195695E1
3.208648333E0,9.888586578E0,1.707349548E0,-5.328170013E0,1.136171566E1
3.218665333E0,8.707841949E0,1.532662811E0,-4.730462952E0,1.002760422E1
3.228682333E0,7.107819214E0,1.273851013E0,-3.957769775E0,8.234545038E0
3.238699333E0,5.695206757E0,1.281934204E0,-4.351451111E0,7.281061878E0
3.248716333E0,4.840035095E0,1.577419739E0,-5.454507294E0,7.460954535E0
3.258733333E0,4.437971191E0,2.002535706E0,-7.012766876E0,8.537249956E0
3.268750333E0,4.211641846E0,2.434088287E0,-8.675060120E0,9.945822284E0
3.278767333E0,4.324956207E0,2.836451569E0,-9.412426758E0,1.073985480E1
3.288784333E0,5.514083405E0,3.165617065E0,-9.904453583E0,1.176964094E1
3.298801333E0,7.574249268E0,3.284769287E0,-1.052296738E1,1.337504406E1
