"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.944051875E0,6.313720551E0,4.611759796E0,-5.697302399E0,9.674226079E0
1.954068875E0,5.970334625E0,4.548441467E0,-5.370082855E0,9.228813856E0
1.964084875E0,6.052214355E0,4.696333923E0,-5.849984894E0,9.638836765E0
1.974101875E0,6.082451477E0,4.979395294E0,-6.408473511E0,1.014194884E1
1.984118875E0,5.801934814E0,5.202431488E0,-6.562952271E0,1.018823260E1
1.994135875E0,5.307512970E0,5.314698029E0,-6.562802582E0,9.974271241E0
2.004151875E0,4.975952454E0,5.297633514E0,-6.518644409E0,9.763080897E0
2.014168875E0,4.830005951E0,5.144801331E0,-6.455176392E0,9.563850713E0
2.024185875E0,4.773722992E0,4.983885956E0,-6.519093475E0,9.493478296E0
2.034202875E0,4.883295135E0,4.858147430E0,-6.535110168E0,9.495042535E0
2.044218875E0,5.147495728E0,4.822072449E0,-6.380781097E0,9.511228227E0
2.054235875E0,5.304519196E0,4.900060272E0,-6.402485962E0,9.650924363E0
2.064252875E0,5.197342072E0,5.022355957E0,-6.508615265E0,9.726175848E0
2.074268875E0,5.070855103E0,5.233566742E0,-6.584058380E0,9.821080239E0
2.084285875E0,5.306764526E0,5.489983521E0,-6.846762085E0,1.025572132E1
2.094302875E0,5.861061859E0,5.682034149E0,-6.860832825E0,1.066342277E1
2.104319875E0,6.316714325E0,5.736820221E0,-6.533313904E0,1.074691475E1
2.114335875E0,6.431375885E0,5.513784027E0,-5.732628937E0,1.022875577E1
2.124352875E0,6.353388062E0,5.216202850E0,-5.174589386E0,9.713428198E0
2.134369875E0,6.521787872E0,5.167703705E0,-5.940247192E0,1.022376718E1
2.144386875E0,6.880891113E0,5.083728333E0,-5.620512085E0,1.023626457E1
2.154402875E0,6.807843018E0,5.056784363E0,-4.563110962E0,9.630149339E0
2.164419875E0,6.543492737E0,5.229225769E0,-4.461472321E0,9.490354820E0
2.174436875E0,6.597081299E0,5.321134644E0,-5.152884521E0,9.919081331E0
2.184453875E0,6.590345306E0,5.423372040E0,-6.309978333E0,1.061420944E1
2.194469875E0,6.553072815E0,5.612578583E0,-7.310048676E0,1.130843107E1
2.204486875E0,6.615792389E0,5.818699951E0,-7.882907410E0,1.182227589E1
2.214503875E0,6.806495819E0,5.892646179E0,-7.829618225E0,1.193124410E1
2.224520875E0,6.604715424E0,5.848787384E0,-7.387737122E0,1.150692137E1
2.234536875E0,5.841452637E0,5.660928040E0,-6.861730957E0,1.064199356E1
2.244553875E0,4.997956696E0,5.372477875E0,-6.068231049E0,9.521896749E0
2.254570875E0,4.346960449E0,5.066214752E0,-5.225333862E0,8.477423608E0
2.264587875E0,4.017046509E0,4.786147156E0,-4.549189911E0,7.729100601E0
2.274603875E0,4.073030090E0,4.557123413E0,-4.444108429E0,7.556920513E0
2.284620875E0,4.520749054E0,4.439917145E0,-5.200186157E0,8.197070960E0
2.294637875E0,5.463488617E0,4.493206329E0,-6.156846771E0,9.377919447E0
2.304654875E0,6.486161957E0,4.834646301E0,-6.962770844E0,1.067353173E1
2.314670875E0,6.984625397E0,5.114863586E0,-7.050638123E0,1.116504901E1
2.324687875E0,6.909481659E0,5.254972229E0,-6.072272644E0,1.059377954E1
2.334704875E0,6.712640991E0,5.323230286E0,-5.217400360E0,1.003083228E1
2.344721875E0,6.769672394E0,5.320984955E0,-5.082680511E0,9.998749241E0
2.354737875E0,6.902745667E0,5.240153046E0,-5.066364441E0,1.003868270E1
2.364754875E0,6.674470367E0,5.124892731E0,-4.892426147E0,9.733905372E0
2.374771875E0,6.163283386E0,4.972060547E0,-4.681365051E0,9.199055763E0
2.384788875E0,5.739963684E0,4.788691864E0,-4.704117737E0,8.832184132E0
2.394804875E0,5.645360413E0,4.723277893E0,-5.125341797E0,8.969313061E0
2.404821875E0,5.726042633E0,4.780009918E0,-5.785469055E0,9.439688090E0
2.414838875E0,5.594765625E0,4.895719299E0,-6.201004944E0,9.681008841E0
2.424855875E0,5.194797363E0,5.086273041E0,-5.897286530E0,9.361307681E0
2.434871875E0,4.737648010E0,5.145400085E0,-5.236111450E0,8.737122743E0
2.444888875E0,4.488266602E0,5.171445923E0,-4.996759186E0,8.476791397E0
2.454905875E0,4.521647186E0,5.155578918E0,-5.108876038E0,8.551368407E0
2.464922875E0,4.862638092E0,5.132826233E0,-5.445675659E0,8.924490895E0
2.474938875E0,5.147046661E0,5.167554016E0,-5.993686066E0,9.440337732E0
2.484955875E0,5.173092499E0,5.142106934E0,-6.327791290E0,9.656246286E0
2.494972875E0,4.958738251E0,5.020110626E0,-5.837411041E0,9.157836175E0
2.504989875E0,4.622986450E0,4.912783813E0,-4.914131012E0,8.346024929E0
2.515005875E0,4.044140167E0,4.914280701E0,-4.290378113E0,7.675452355E0
2.525022875E0,3.594924316E0,5.127736816E0,-5.452411652E0,8.303370311E0
2.535039875E0,3.713178406E0,5.521867218E0,-7.033423920E0,9.682342871E0
2.545056875E0,4.771627350E0,6.004463654E0,-8.513995056E0,1.145906293E1
2.555072875E0,6.781946869E0,6.267017670E0,-9.461225281E0,1.322063151E1
2.565089875E0,8.790619812E0,6.154302063E0,-9.016949158E0,1.401626921E1
2.575106875E0,9.418713684E0,5.558241577E0,-7.298372955E0,1.314809738E1
2.585123875E0,8.081244965E0,4.877756653E0,-5.830375671E0,1.109469741E1
2.595139875E0,5.537883911E0,4.450994110E0,-4.586462402E0,8.456662708E0
2.605156875E0,4.038901062E0,4.271217957E0,-4.214485931E0,7.233112490E0
2.615173875E0,4.105662231E0,4.507277069E0,-6.025869141E0,8.572228872E0
2.625191500E0,5.059478760E0,4.796625366E0,-7.662565613E0,1.035957779E1
2.635207500E0,5.898334351E0,5.054389343E0,-8.519683228E0,1.152918913E1
2.645224500E0,6.285130005E0,5.219795380E0,-8.798403625E0,1.200670768E1
2.655241500E0,6.021977234E0,5.235812073E0,-8.456215210E0,1.162693053E1
2.665258500E0,5.306914215E0,5.172643433E0,-7.897127838E0,1.082978332E1
